"","Gene_ID","Total_Lists_Present_In","Categories"
"3089","Os07g0602100",2,"hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3090","Os07g0604000",2,"hypo - BGI (CHG context) - Upstream | hyper - BGI (CHH context) - Upstream"
"3091","Os07g0605900",2,"hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3092","Os07g0606400",2,"hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3093","Os07g0608700",2,"hypo - Azucena (CHG context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3094","Os07g0611200",2,"hypo - BGI (CHH context) - Upstream | AZU_Expressed_genes"
"3095","Os07g0611500",2,"hypo - Azucena (CHH context) - Upstream | AZU_Expressed_genes"
"3096","Os07g0613300",2,"hyper - BGI (CG context) - genes | hypo - Azucena (CHH context) - Upstream"
"3097","Os07g0613866",2,"hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes"
"3098","Os07g0615100",2,"hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - Upstream"
"3099","Os07g0621400",2,"hypo - BGI (CHH context) - genes | hypo - Azucena (CHH context) - Upstream"
"3100","Os07g0621800",2,"hypo - Azucena (CHG context) - genes | hypo - Azucena (CHH context) - genes"
"3101","Os07g0623501",2,"hypo - Azucena (CHG context) - Upstream | hypo - Azucena (CHH context) - Upstream"
"3102","Os07g0623600",2,"hypo - Azucena (CHG context) - Upstream | hypo - Azucena (CHH context) - Upstream"
"3103","Os07g0624600",2,"hypo - BGI (CG context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3104","Os07g0625600",2,"hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3105","Os07g0629900",2,"hyper - Azucena (CHH context) - Upstream | hypo - BGI (CHG context) - Upstream"
"3106","Os07g0630400",2,"hypo - Azucena (CHH context) - Upstream | hyper - Azucena (CHH context) - Upstream"
"3107","Os07g0632600",2,"hyper - BGI (CG context) - genes | hypo - BGI (CHG context) - genes"
"3108","Os07g0633000",2,"hypo - BGI (CHH context) - genes | hypo - BGI (CHG context) - Upstream"
"3109","Os07g0634200",2,"hyper - Azucena (CG context) - Upstream | hypo - Azucena (CHG context) - Upstream"
"3110","Os07g0635150",2,"hypo - BGI (CHH context) - Upstream | BGI_Expressed_genes"
"3111","Os07g0636100",2,"hyper - Azucena (CHH context) - Upstream | hypo - BGI (CHG context) - Upstream"
"3112","Os07g0638000",2,"hypo - Azucena (CHG context) - Upstream | hypo - BGI (CHG context) - Upstream"
"3113","Os07g0638801",2,"AZU_Expressed_genes | BGI_Expressed_genes"
"3114","Os07g0640900",2,"hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3115","Os07g0646500",2,"hypo - Azucena (CG context) - Upstream | hypo - Azucena (CHH context) - Upstream"
"3116","Os07g0647100",2,"hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3117","Os07g0649600",2,"hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes"
"3118","Os07g0660466",2,"hyper - Azucena (CG context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3119","Os07g0660500",2,"hyper - Azucena (CG context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3120","Os07g0660700",2,"hyper - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3121","Os07g0663200",2,"hypo - Azucena (CHG context) - Upstream | hypo - BGI (CHG context) - Upstream"
"3122","Os07g0664900",2,"hypo - BGI (CHH context) - genes | hypo - BGI (CHH context) - Upstream"
"3123","Os07g0671700",2,"hyper - Azucena (CHH context) - genes | hypo - Azucena (CHH context) - Upstream"
"3124","Os07g0678300",2,"hypo - BGI (CHG context) - Upstream | hyper - BGI (CHH context) - Upstream"
"3125","Os07g0680000",2,"hyper - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes"
"3126","Os07g0690400",2,"hypo - BGI (CHG context) - genes | hypo - Azucena (CHH context) - Upstream"
"3127","Os08g0101400",2,"hypo - BGI (CHH context) - genes | hypo - BGI (CHH context) - Upstream"
"3128","Os08g0102100",2,"hypo - BGI (CHH context) - Upstream | hyper - BGI (CHH context) - Upstream"
"3129","Os08g0102900",2,"hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3130","Os08g0105400",2,"hyper - Azucena (CHH context) - genes | hypo - BGI (CHH context) - Upstream"
"3131","Os08g0105450",2,"hyper - Azucena (CHH context) - genes | hypo - BGI (CHH context) - Upstream"
"3132","Os08g0112000",2,"hypo - BGI (CHH context) - genes | hyper - BGI (CHH context) - genes"
"3133","Os08g0112300",2,"AZU_Expressed_genes | BGI_Expressed_genes"
"3134","Os08g0112900",2,"hypo - BGI (CHH context) - genes | hyper - Azucena (CHH context) - Upstream"
"3135","Os08g0114000",2,"hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHG context) - Upstream"
"3136","Os08g0126100",2,"hypo - BGI (CHH context) - Upstream | AZU_Expressed_genes"
"3137","Os08g0136750",2,"hypo - BGI (CG context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3138","Os08g0136800",2,"hypo - BGI (CG context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3139","Os08g0137100",2,"hypo - BGI (CHH context) - Upstream | hyper - BGI (CHH context) - Upstream"
"3140","Os08g0143300",2,"hypo - Azucena (CHG context) - Upstream | hypo - Azucena (CHH context) - Upstream"
"3141","Os08g0144100",2,"hypo - BGI (CG context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3142","Os08g0155550",2,"hypo - BGI (CHG context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3143","Os08g0158200",2,"hypo - Azucena (CHH context) - genes | hypo - Azucena (CHH context) - Upstream"
"3144","Os08g0159100",2,"hypo - BGI (CHG context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3145","Os08g0160300",2,"hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes"
"3146","Os08g0162066",2,"hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes"
"3147","Os08g0167400",2,"hyper - BGI (CG context) - genes | BGI_Expressed_genes"
"3148","Os08g0167800",2,"hyper - BGI (CHH context) - Upstream | BGI_Expressed_genes"
"3149","Os08g0169100",2,"hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - Upstream"
"3150","Os08g0169500",2,"hypo - Azucena (CHG context) - Upstream | hyper - BGI (CHH context) - Upstream"
"3151","Os08g0174300",2,"hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes"
"3152","Os08g0174750",2,"hyper - BGI (CHG context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3153","Os08g0179900",2,"hypo - BGI (CHG context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3154","Os08g0185900",2,"hypo - BGI (CHG context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3155","Os08g0205150",2,"hypo - Azucena (CHH context) - Upstream | BGI_Expressed_genes"
"3156","Os08g0206600",2,"hypo - BGI (CHH context) - genes | hypo - BGI (CHH context) - Upstream"
"3157","Os08g0206650",2,"hypo - BGI (CHH context) - genes | hypo - BGI (CHH context) - Upstream"
"3158","Os08g0207401",2,"hypo - Azucena (CHH context) - Upstream | hyper - Azucena (CHH context) - Upstream"
"3159","Os08g0207500",2,"hypo - Azucena (CHH context) - Upstream | hyper - Azucena (CHH context) - Upstream"
"3160","Os08g0216600",2,"hyper - BGI (CG context) - genes | hypo - BGI (CHH context) - genes"
"3161","Os08g0227100",2,"hypo - Azucena (CG context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3162","Os08g0235600",2,"hypo - BGI (CHG context) - genes | hyper - BGI (CG context) - Upstream"
"3163","Os08g0235650",2,"hyper - BGI (CG context) - genes | hypo - BGI (CHG context) - genes"
"3164","Os08g0244750",2,"hypo - BGI (CHH context) - genes | hypo - Azucena (CG context) - Upstream"
"3165","Os08g0248900",2,"hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHG context) - Upstream"
"3166","Os08g0249000",2,"hypo - Azucena (CG context) - Upstream | hypo - Azucena (CHH context) - Upstream"
"3167","Os08g0254500",2,"hypo - BGI (CHH context) - genes | hyper - BGI (CHH context) - Upstream"
"3168","Os08g0256700",2,"hyper - Azucena (CG context) - Upstream | AZU_Expressed_genes"
"3169","Os08g0269700",2,"hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHG context) - Upstream"
"3170","Os08g0271600",2,"hypo - Azucena (CHG context) - Upstream | hyper - BGI (CHG context) - Upstream"
"3171","Os08g0274700",2,"hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes"
"3172","Os08g0277900",2,"hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3173","Os08g0280200",2,"hypo - BGI (CG context) - genes | BGI_Expressed_genes"
"3174","Os08g0292900",2,"hypo - BGI (CG context) - genes | hyper - BGI (CHH context) - genes"
"3175","Os08g0297800",2,"hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3176","Os08g0298500",2,"hyper - Azucena (CG context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3177","Os08g0299400",2,"hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes"
"3178","Os08g0301600",2,"hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3179","Os08g0310001",2,"hypo - Azucena (CHH context) - Upstream | hyper - Azucena (CHH context) - Upstream"
"3180","Os08g0319900",2,"hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3181","Os08g0320051",2,"hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3182","Os08g0320100",2,"hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3183","Os08g0326500",2,"hypo - Azucena (CHG context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3184","Os08g0328300",2,"hypo - Azucena (CG context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3185","Os08g0346400",2,"hypo - Azucena (CHH context) - genes | hypo - Azucena (CHG context) - Upstream"
"3186","Os08g0351300",2,"hypo - BGI (CHH context) - genes | hyper - Azucena (CHG context) - Upstream"
"3187","Os08g0365900",2,"hypo - Azucena (CHG context) - genes | hyper - BGI (CG context) - genes"
"3188","Os08g0374400",2,"hypo - BGI (CHH context) - genes | hyper - BGI (CHH context) - genes"
"3189","Os08g0374500",2,"hypo - BGI (CHH context) - genes | hyper - BGI (CHH context) - genes"
"3190","Os08g0374900",2,"hyper - Azucena (CHH context) - Upstream | hypo - BGI (CHG context) - Upstream"
"3191","Os08g0377150",2,"hypo - Azucena (CHH context) - genes | hyper - BGI (CHH context) - genes"
"3192","Os08g0377200",2,"hypo - Azucena (CHH context) - Upstream | hyper - BGI (CHH context) - Upstream"
"3193","Os08g0382600",2,"hyper - Azucena (CHH context) - Upstream | hyper - BGI (CG context) - Upstream"
"3194","Os08g0387400",2,"hyper - Azucena (CG context) - genes | hypo - Azucena (CHH context) - genes"
"3195","Os08g0387600",2,"hypo - Azucena (CHG context) - Upstream | hyper - Azucena (CHH context) - Upstream"
"3196","Os08g0388300",2,"hyper - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes"
"3197","Os08g0391700",2,"hypo - BGI (CHH context) - genes | hypo - Azucena (CHH context) - Upstream"
"3198","Os08g0392100",2,"hypo - Azucena (CG context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3199","Os08g0396700",2,"hypo - BGI (CHG context) - genes | hyper - BGI (CHG context) - genes"
"3200","Os08g0401800",2,"hypo - BGI (CHH context) - genes | BGI_Expressed_genes"
"3201","Os08g0402600",2,"hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3202","Os08g0403733",2,"hypo - Azucena (CHG context) - genes | hypo - Azucena (CHH context) - genes"
"3203","Os08g0404700",2,"hypo - Azucena (CHH context) - genes | AZU_Expressed_genes"
"3204","Os08g0412401",2,"hypo - BGI (CHG context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3205","Os08g0413000",2,"hypo - BGI (CHH context) - genes | hyper - BGI (CHH context) - Upstream"
"3206","Os08g0422500",2,"hypo - Azucena (CHG context) - genes | hypo - BGI (CHH context) - Upstream"
"3207","Os08g0423500",2,"hypo - BGI (CHG context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3208","Os08g0425700",2,"hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3209","Os08g0426900",2,"hypo - BGI (CHH context) - genes | hypo - Azucena (CHH context) - Upstream"
"3210","Os08g0437300",2,"hyper - Azucena (CHG context) - Upstream | AZU_Expressed_genes"
"3211","Os08g0441500",2,"hyper - Azucena (CHG context) - genes | hypo - Azucena (CHH context) - genes"
"3212","Os08g0444440",2,"hyper - Azucena (CG context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3213","Os08g0462700",2,"hyper - Azucena (CHG context) - genes | hypo - Azucena (CHH context) - Upstream"
"3214","Os08g0464400",2,"hyper - Azucena (CG context) - genes | hypo - BGI (CHH context) - Upstream"
"3215","Os08g0468400",2,"hypo - BGI (CHH context) - Upstream | hyper - BGI (CHH context) - Upstream"
"3216","Os08g0471900",2,"hyper - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes"
"3217","Os08g0474600",2,"hyper - BGI (CG context) - Upstream | hyper - BGI (CHG context) - Upstream"
"3218","Os08g0480000",2,"hypo - BGI (CHH context) - Upstream | AZU_Expressed_genes"
"3219","Os08g0480800",2,"hypo - Azucena (CHH context) - Upstream | hyper - BGI (CHH context) - Upstream"
"3220","Os08g0490000",2,"hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes"
"3221","Os08g0493100",2,"hypo - Azucena (CHH context) - genes | hyper - Azucena (CHG context) - Upstream"
"3222","Os08g0494200",2,"hypo - Azucena (CHH context) - genes | hyper - BGI (CG context) - genes"
"3223","Os08g0496500",2,"hyper - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3224","Os08g0498400",2,"hypo - BGI (CHH context) - Upstream | AZU_Expressed_genes"
"3225","Os08g0506100",2,"hypo - BGI (CG context) - genes | hypo - BGI (CHH context) - genes"
"3226","Os08g0506400",2,"hypo - Azucena (CHG context) - Upstream | hypo - Azucena (CHH context) - Upstream"
"3227","Os08g0506700",2,"hyper - Azucena (CHG context) - Upstream | hyper - BGI (CHG context) - Upstream"
"3228","Os08g0520400",2,"hypo - Azucena (CHH context) - Upstream | hyper - BGI (CHH context) - Upstream"
"3229","Os08g0523400",2,"hypo - Azucena (CHG context) - Upstream | hypo - Azucena (CHH context) - Upstream"
"3230","Os08g0525600",2,"hypo - Azucena (CHG context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3231","Os08g0526300",2,"hypo - Azucena (CHH context) - genes | hyper - BGI (CHH context) - Upstream"
"3232","Os08g0530400",2,"hyper - BGI (CG context) - genes | hypo - BGI (CHH context) - Upstream"
"3233","Os08g0531900",2,"hypo - BGI (CHH context) - genes | hyper - Azucena (CHH context) - Upstream"
"3234","Os08g0535200",2,"hypo - BGI (CHG context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3235","Os08g0536341",2,"AZU_Expressed_genes | BGI_Expressed_genes"
"3236","Os08g0537200",2,"AZU_Expressed_genes | BGI_Expressed_genes"
"3237","Os08g0539100",2,"hypo - Azucena (CG context) - genes | hypo - BGI (CHH context) - Upstream"
"3238","Os08g0541300",2,"hypo - BGI (CHG context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3239","Os08g0545500",2,"hyper - Azucena (CG context) - genes | hyper - Azucena (CHH context) - genes"
"3240","Os08g0547000",2,"hyper - Azucena (CHG context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3241","Os09g0109500",2,"hyper - Azucena (CG context) - Upstream | hypo - Azucena (CHH context) - Upstream"
"3242","Os09g0110300",2,"hypo - Azucena (CHH context) - genes | BGI_Expressed_genes"
"3243","Os09g0110400",2,"hyper - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3244","Os09g0115400",2,"hyper - BGI (CG context) - Upstream | hyper - BGI (CHH context) - Upstream"
"3245","Os09g0115466",2,"hyper - BGI (CG context) - Upstream | hyper - BGI (CHH context) - Upstream"
"3246","Os09g0115950",2,"hypo - Azucena (CG context) - Upstream | hyper - BGI (CHH context) - Upstream"
"3247","Os09g0123100",2,"hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3248","Os09g0130300",2,"hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - Upstream"
"3249","Os09g0131400",2,"hyper - BGI (CHG context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3250","Os09g0132200",2,"hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes"
"3251","Os09g0237600",2,"hypo - Azucena (CHH context) - genes | hypo - Azucena (CHH context) - Upstream"
"3252","Os09g0240200",2,"hypo - Azucena (CHH context) - genes | hypo - BGI (CHG context) - genes"
"3253","Os09g0240500",2,"hypo - Azucena (CHG context) - genes | hypo - BGI (CHH context) - Upstream"
"3254","Os09g0242600",2,"hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3255","Os09g0249900",2,"hyper - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3256","Os09g0261100",2,"hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3257","Os09g0261300",2,"hyper - Azucena (CHG context) - Upstream | hypo - Azucena (CHH context) - Upstream"
"3258","Os09g0266300",2,"hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3259","Os09g0272200",2,"hypo - Azucena (CHH context) - Upstream | hyper - Azucena (CHH context) - Upstream"
"3260","Os09g0272300",2,"hypo - Azucena (CHG context) - Upstream | hypo - Azucena (CHH context) - Upstream"
"3261","Os09g0279400",2,"AZU_Expressed_genes | BGI_Expressed_genes"
"3262","Os09g0284250",2,"hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes"
"3263","Os09g0284300",2,"hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3264","Os09g0287300",2,"hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3265","Os09g0290900",2,"hypo - Azucena (CG context) - Upstream | hypo - Azucena (CHG context) - Upstream"
"3266","Os09g0301800",2,"hypo - Azucena (CHH context) - genes | hyper - BGI (CHG context) - Upstream"
"3267","Os09g0309600",2,"hypo - BGI (CHH context) - Upstream | AZU_Expressed_genes"
"3268","Os09g0313500",2,"hyper - Azucena (CG context) - genes | hypo - BGI (CHH context) - genes"
"3269","Os09g0314200",2,"hypo - Azucena (CG context) - Upstream | hypo - Azucena (CHH context) - Upstream"
"3270","Os09g0333600",2,"hyper - Azucena (CG context) - genes | hypo - Azucena (CHG context) - genes"
"3271","Os09g0339000",2,"hypo - Azucena (CHH context) - genes | hyper - BGI (CHH context) - genes"
"3272","Os09g0339601",2,"hypo - BGI (CG context) - genes | hypo - BGI (CHG context) - genes"
"3273","Os09g0356200",2,"AZU_Expressed_genes | BGI_Expressed_genes"
"3274","Os09g0356800",2,"hyper - Azucena (CHG context) - genes | hyper - BGI (CHG context) - genes"
"3275","Os09g0357400",2,"hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes"
"3276","Os09g0358000",2,"AZU_Expressed_genes | BGI_Expressed_genes"
"3277","Os09g0358100",2,"hypo - Azucena (CG context) - Upstream | AZU_Expressed_genes"
"3278","Os09g0359500",2,"hypo - Azucena (CHG context) - genes | hyper - BGI (CHG context) - Upstream"
"3279","Os09g0363200",2,"hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes"
"3280","Os09g0364000",2,"hyper - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes"
"3281","Os09g0365300",2,"hypo - Azucena (CG context) - Upstream | hypo - Azucena (CHH context) - Upstream"
"3282","Os09g0367700",2,"AZU_Expressed_genes | BGI_Expressed_genes"
"3283","Os09g0368200",2,"hypo - BGI (CHH context) - genes | hyper - Azucena (CHH context) - Upstream"
"3284","Os09g0373000",2,"hypo - Azucena (CHG context) - Upstream | hypo - Azucena (CHH context) - Upstream"
"3285","Os09g0375700",2,"hypo - Azucena (CHH context) - genes | hypo - Azucena (CHH context) - Upstream"
"3286","Os09g0378200",2,"AZU_Expressed_genes | BGI_Expressed_genes"
"3287","Os09g0381400",2,"hyper - Azucena (CG context) - Upstream | AZU_Expressed_genes"
"3288","Os09g0381600",2,"hypo - Azucena (CHH context) - Upstream | hyper - BGI (CG context) - Upstream"
"3289","Os09g0395400",2,"hyper - Azucena (CHG context) - Upstream | hyper - Azucena (CHH context) - Upstream"
"3290","Os09g0396300",2,"hyper - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3291","Os09g0400400",2,"hypo - BGI (CHH context) - Upstream | BGI_Expressed_genes"
"3292","Os09g0402300",2,"hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3293","Os09g0406900",2,"hypo - BGI (CHH context) - genes | hypo - Azucena (CHG context) - Upstream"
"3294","Os09g0414900",2,"AZU_Expressed_genes | BGI_Expressed_genes"
"3295","Os09g0423700",2,"hyper - Azucena (CHG context) - Upstream | hyper - Azucena (CHH context) - Upstream"
"3296","Os09g0429766",2,"hyper - Azucena (CG context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3297","Os09g0435700",2,"AZU_Expressed_genes | BGI_Expressed_genes"
"3298","Os09g0436300",2,"hypo - Azucena (CHH context) - Upstream | hyper - BGI (CG context) - Upstream"
"3299","Os09g0441600",2,"AZU_Expressed_genes | BGI_Expressed_genes"
"3300","Os09g0449500",2,"hypo - Azucena (CG context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3301","Os09g0450200",2,"hyper - Azucena (CHG context) - Upstream | hypo - Azucena (CHH context) - Upstream"
"3302","Os09g0451500",2,"hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3303","Os09g0456800",2,"hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes"
"3304","Os09g0456850",2,"hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes"
"3305","Os09g0457900",2,"AZU_Expressed_genes | BGI_Expressed_genes"
"3306","Os09g0458100",2,"hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3307","Os09g0467100",2,"hypo - BGI (CHG context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3308","Os09g0471550",2,"hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3309","Os09g0472200",2,"hyper - Azucena (CG context) - Upstream | hypo - BGI (CHG context) - Upstream"
"3310","Os09g0472301",2,"hypo - Azucena (CHH context) - genes | hypo - BGI (CG context) - genes"
"3311","Os09g0480900",2,"hypo - Azucena (CHG context) - Upstream | hypo - BGI (CHG context) - Upstream"
"3312","Os09g0481000",2,"hypo - Azucena (CHG context) - Upstream | hypo - BGI (CHG context) - Upstream"
"3313","Os09g0483400",2,"hypo - BGI (CHH context) - Upstream | BGI_Expressed_genes"
"3314","Os09g0497000",2,"hyper - BGI (CG context) - genes | hypo - Azucena (CHH context) - Upstream"
"3315","Os09g0498500",2,"hypo - Azucena (CHH context) - genes | hypo - BGI (CG context) - genes"
"3316","Os09g0500300",2,"hyper - BGI (CG context) - genes | hyper - BGI (CG context) - Upstream"
"3317","Os09g0502100",2,"hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3318","Os09g0505600",2,"hypo - Azucena (CHG context) - Upstream | hyper - BGI (CHH context) - Upstream"
"3319","Os09g0507400",2,"hyper - BGI (CG context) - genes | hypo - BGI (CHH context) - Upstream"
"3320","Os09g0509700",2,"hyper - BGI (CG context) - genes | hypo - BGI (CHH context) - Upstream"
"3321","Os09g0518200",2,"AZU_Expressed_genes | BGI_Expressed_genes"
"3322","Os09g0520950",2,"hypo - Azucena (CHH context) - genes | hypo - Azucena (CHH context) - Upstream"
"3323","Os09g0521700",2,"hypo - Azucena (CHG context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3324","Os09g0521800",2,"hypo - Azucena (CHG context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3325","Os09g0522000",2,"AZU_Expressed_genes | BGI_Expressed_genes"
"3326","Os09g0522100",2,"AZU_Expressed_genes | BGI_Expressed_genes"
"3327","Os09g0523050",2,"hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3328","Os09g0526200",2,"hyper - BGI (CG context) - genes | hypo - BGI (CHH context) - Upstream"
"3329","Os09g0528000",2,"hypo - Azucena (CHG context) - Upstream | hyper - Azucena (CHH context) - Upstream"
"3330","Os09g0530300",2,"hypo - BGI (CHH context) - Upstream | BGI_Expressed_genes"
"3331","Os09g0541000",2,"hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3332","Os09g0541050",2,"hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3333","Os09g0551201",2,"hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes"
"3334","Os09g0553800",2,"hyper - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3335","Os09g0563200",2,"hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3336","Os09g0563225",2,"hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3337","Os09g0563700",2,"hypo - BGI (CG context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3338","Os09g0564400",2,"AZU_Expressed_genes | BGI_Expressed_genes"
"3339","Os09g0564700",2,"hyper - BGI (CHH context) - genes | AZU_Expressed_genes"
"3340","Os09g0572301",2,"hyper - Azucena (CHH context) - genes | hypo - BGI (CG context) - Upstream"
"3341","Os09g0573100",2,"hyper - BGI (CG context) - genes | hypo - BGI (CHH context) - Upstream"
"3342","Os10g0100300",2,"hyper - BGI (CHG context) - genes | hypo - BGI (CHH context) - genes"
"3343","Os10g0104800",2,"hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes"
"3344","Os10g0111850",2,"hypo - BGI (CHH context) - genes | hypo - BGI (CHH context) - Upstream"
"3345","Os10g0111900",2,"hypo - BGI (CHH context) - genes | hypo - BGI (CHH context) - Upstream"
"3346","Os10g0122400",2,"hyper - Azucena (CHH context) - Upstream | hyper - BGI (CHG context) - Upstream"
"3347","Os10g0122500",2,"hyper - Azucena (CHH context) - Upstream | hyper - BGI (CHG context) - Upstream"
"3348","Os10g0127900",2,"hyper - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes"
"3349","Os10g0130600",2,"hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3350","Os10g0131800",2,"hypo - BGI (CHH context) - genes | hypo - BGI (CHH context) - Upstream"
"3351","Os10g0138100",2,"hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes"
"3352","Os10g0138150",2,"hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3353","Os10g0141700",2,"hypo - BGI (CHH context) - genes | hypo - Azucena (CHH context) - Upstream"
"3354","Os10g0150700",2,"hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream"
"3355","Os10g0162980",2,"hypo - BGI (CHH context) - Upstream | AZU_Expressed_genes"
"3356","Os10g0163130",2,"hyper - Azucena (CG context) - genes | hyper - Azucena (CHH context) - genes"
