,Gene_ID,Total_Lists_Present_In,Categories,ANNOTATION_GENE,ANNOTATION_RXN,Repeat,MSU,MSU_1,TF,Enzymes,RXN,PATHWAY
3205,Os08g0413000,2,hypo - BGI (CHH context) - genes | hyper - BGI (CHH context) - Upstream,"Putative cell division cycle protein, Salt tolerance",,,LOC_Os08g31870.1,LOC_Os08g31870,,vesicle-fusing ATPase,,
3206,Os08g0422500,2,hypo - Azucena (CHG context) - genes | hypo - BGI (CHH context) - Upstream,Conserved hypothetical protein.,,,LOC_Os08g32680.1,LOC_Os08g32680,,,,
3207,Os08g0423500,2,hypo - BGI (CHG context) - Upstream | hypo - BGI (CHH context) - Upstream,"Carbonic anhydrase, CAH1-like domain containing protein.",,,LOC_Os08g32750.1,LOC_Os08g32750,,carbonic anhydrase,,cyanate degradation // CO<sub>2</sub> fixation into oxaloacetate (anaplerotic)
3208,Os08g0425700,2,hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream,Similar to Annexin-like protein.,,,LOC_Os08g32970.1,LOC_Os08g32970,,,,
3209,Os08g0426900,2,hypo - BGI (CHH context) - genes | hypo - Azucena (CHH context) - Upstream,Conserved hypothetical protein.,,,LOC_Os08g33045.1,LOC_Os08g33045,,,,
3210,Os08g0437300,2,hyper - Azucena (CHG context) - Upstream | AZU_Expressed_genes,R2R3-MYB transcription factor 78,,,LOC_Os08g33940.1,LOC_Os08g33940,MYB,,,
3211,Os08g0441500,2,hyper - Azucena (CHG context) - genes | hypo - Azucena (CHH context) - genes,"Cinnamoyl-CoA reductase, Lignin formation",,,LOC_Os08g34280.1,LOC_Os08g34280,,cinnamoyl-CoA reductase // cinnamoyl-CoA reductase,(E)-4-coumaroyl-CoA + NADPH + H+  ->  4-coumaraldehyde + coenzyme A + NADP+,monolignol biosynthesis
3212,Os08g0444440,2,hyper - Azucena (CG context) - Upstream | hypo - BGI (CHH context) - Upstream,Hypothetical conserved gene.,,,LOC_Os08g34500.1,LOC_Os08g34500,,,,
3213,Os08g0462700,2,hyper - Azucena (CHG context) - genes | hypo - Azucena (CHH context) - Upstream,"A member of the plant specific Brevis Radix (BRX) family, Regulation of shoot gravitropism and rice tiller angle",,,LOC_Os08g36020.1,LOC_Os08g36020,,,,
3214,Os08g0464400,2,hyper - Azucena (CG context) - genes | hypo - BGI (CHH context) - Upstream,"Zinc finger, RING/FYVE/PHD-type domain containing protein.",,,LOC_Os08g36170.1,LOC_Os08g36170,,RING-type E3 ubiquitin transferase,,
3215,Os08g0468400,2,hypo - BGI (CHH context) - Upstream | hyper - BGI (CHH context) - Upstream,Kinetochore protein Ndc80 domain containing protein.,,,LOC_Os08g36490.1,LOC_Os08g36490,,,,
3216,Os08g0471900,2,hyper - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes,"Zinc finger, ZPR1-type domain containing protein.",,,LOC_Os08g36774.1,LOC_Os08g36774,,,,
3217,Os08g0474600,2,hyper - BGI (CG context) - Upstream | hyper - BGI (CHG context) - Upstream,"Heat shock protein DnaJ, N-terminal domain containing protein.",,,"LOC_Os08g36980.1,LOC_Os08g36980.2",LOC_Os08g36980,,,,
3218,Os08g0480000,2,hypo - BGI (CHH context) - Upstream | AZU_Expressed_genes,Multi antimicrobial extrusion protein MatE family protein.,,,"LOC_Os08g37432.1,LOC_Os08g37432.2",LOC_Os08g37432,,,,
3219,Os08g0480800,2,hypo - Azucena (CHH context) - Upstream | hyper - BGI (CHH context) - Upstream,"14-3-3 protein, Negative regulation of plant growth and Pi homeostasis in response to Pi deficiency",,,LOC_Os08g37490.1,LOC_Os08g37490,,,,
3220,Os08g0490000,2,hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes,Helix-loop-helix DNA-binding domain containing protein.,,,"LOC_Os08g38210.1,LOC_Os08g38210.2,LOC_Os08g38210.4,LOC_Os08g38210.5",LOC_Os08g38210,bHLH,,,
3221,Os08g0493100,2,hypo - Azucena (CHH context) - genes | hyper - Azucena (CHG context) - Upstream,Cyclin-like F-box domain containing protein.,,,LOC_Os08g38480.1,LOC_Os08g38480,,,,
3222,Os08g0494200,2,hypo - Azucena (CHH context) - genes | hyper - BGI (CG context) - genes,Conserved hypothetical protein.,,,LOC_Os08g38610.1,LOC_Os08g38610,,,,
3223,Os08g0496500,2,hyper - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream,"NUCLEAR FACTOR Y (NF-Y) transcription factor, Control of heading date",,,LOC_Os08g38780.1,LOC_Os08g38780,NF-YC,,,
3224,Os08g0498400,2,hypo - BGI (CHH context) - Upstream | AZU_Expressed_genes,O-methyltransferase,,,"LOC_Os08g38910.1,LOC_Os08g38910.2,LOC_Os08g38910.3,LOC_Os08g38910.4",LOC_Os08g38910,,caffeoyl-CoA <em>O</em>-methyltransferase,,monolignol biosynthesis // suberin monomers biosynthesis // scopoletin biosynthesis
3225,Os08g0506100,2,hypo - BGI (CG context) - genes | hypo - BGI (CHH context) - genes,"Nucleotide-binding LRR receptor (NLR) family protein, Non-canonical",,,LOC_Os08g39570.1,LOC_Os08g39570,,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase,,
3226,Os08g0506400,2,hypo - Azucena (CHG context) - Upstream | hypo - Azucena (CHH context) - Upstream,LRR-receptor-like kinase (LRR-RLK) family protein,,,LOC_Os08g39590.1,LOC_Os08g39590,,,,
3227,Os08g0506700,2,hyper - Azucena (CHG context) - Upstream | hyper - BGI (CHG context) - Upstream,"Basic helix-loop-helix (bHLH) transcription factor, Homolog of Arabidopsis FBH, Control of flowering",,,LOC_Os08g39630.1,LOC_Os08g39630,bHLH,,,
3228,Os08g0520400,2,hypo - Azucena (CHH context) - Upstream | hyper - BGI (CHH context) - Upstream,Conserved hypothetical protein.,,,LOC_Os08g40890.1,LOC_Os08g40890,,,,
3229,Os08g0523400,2,hypo - Azucena (CHG context) - Upstream | hypo - Azucena (CHH context) - Upstream,"MATH-BTB domain-containing protein, Regulation of salt tolerance",,,LOC_Os08g41190.1,LOC_Os08g41190,,,,
3230,Os08g0525600,2,hypo - Azucena (CHG context) - Upstream | hypo - BGI (CHH context) - Upstream,"FK506 binding protein belonging to peptidyl prolyl cis-trans isomerasesuperfamily, Heat stress response",,,"LOC_Os08g41390.1,LOC_Os08g41390.2",LOC_Os08g41390,,,,
3231,Os08g0526300,2,hypo - Azucena (CHH context) - genes | hyper - BGI (CHH context) - Upstream,"Similar to cDNA clone:001-038-D09, full insert sequence.",,,"LOC_Os08g41460.1,LOC_Os08g41460.10,LOC_Os08g41460.2,LOC_Os08g41460.3,LOC_Os08g41460.4,LOC_Os08g41460.6,LOC_Os08g41460.8,LOC_Os08g41460.9",LOC_Os08g41460,,,,
3232,Os08g0530400,2,hyper - BGI (CG context) - genes | hypo - BGI (CHH context) - Upstream,"Molybdenum cofactor (Moco)-containing enzyme, Sulphite oxidase family protein",,,LOC_Os08g41830.1,LOC_Os08g41830,,sulfite oxidase,,sulfite oxidation IV (sulfite oxidase)
3233,Os08g0531900,2,hypo - BGI (CHH context) - genes | hyper - Azucena (CHH context) - Upstream,Similar to MADS box transcription factor-like protein (MADS-box protein AGL72).,,,LOC_Os08g41960.1,LOC_Os08g41960,MIKC_MADS,,,
3234,Os08g0535200,2,hypo - BGI (CHG context) - Upstream | hypo - BGI (CHH context) - Upstream,"Sugar transporter, A member of the MtN3 gene family, Host disease-susceptibility gene for bacterial blight",,,LOC_Os08g42350.1,LOC_Os08g42350,,,,
3235,Os08g0536341,2,AZU_Expressed_genes | BGI_Expressed_genes,Non-protein coding transcript.,,,None,None,,,,
3236,Os08g0537200,2,AZU_Expressed_genes | BGI_Expressed_genes,Hypothetical conserved gene.,,,LOC_Os08g42490.1,LOC_Os08g42490,,,,
3237,Os08g0539100,2,hypo - Azucena (CG context) - genes | hypo - BGI (CHH context) - Upstream,"Zinc finger, DHHC-type domain containing protein.",,,"LOC_Os08g42620.1,LOC_Os08g42620.2",LOC_Os08g42620,,,,
3238,Os08g0541300,2,hypo - BGI (CHG context) - Upstream | hypo - BGI (CHH context) - Upstream,LRR-receptor-like protein (LRR-RLP) family protein,,,LOC_Os08g42840.1,LOC_Os08g42840,,,,
3239,Os08g0545500,2,hyper - Azucena (CG context) - genes | hyper - Azucena (CHH context) - genes,"ERF family protein, DREB1 (dehydration-responsive element binding protein) homolog",,,LOC_Os08g43210.1,LOC_Os08g43210,ERF,,,
3240,Os08g0547000,2,hyper - Azucena (CHG context) - Upstream | hypo - BGI (CHH context) - Upstream,"RNA recognition motif, RNP-1 domain containing protein.",,,"LOC_Os08g43360.1,LOC_Os08g43360.2,LOC_Os08g43360.3",LOC_Os08g43360,,,,
3241,Os09g0109500,2,hyper - Azucena (CG context) - Upstream | hypo - Azucena (CHH context) - Upstream,UNC-50 family protein.,,,LOC_Os09g02170.1,LOC_Os09g02170,,,,
3242,Os09g0110300,2,hypo - Azucena (CHH context) - genes | BGI_Expressed_genes,"Cyclase family protein, Negative regulation of saline-alkali tolerance",,,"LOC_Os09g02270.1,LOC_Os09g02270.2",LOC_Os09g02270,,arylformamidase,,
3243,Os09g0110400,2,hyper - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream,Similar to DNA-directed RNA polymerase II 36 kDa polypeptide A (EC 2.7.7.6) (RNA polymerase II subunit 3).,,,LOC_Os09g02284.1,LOC_Os09g02284,,,,
3244,Os09g0115400,2,hyper - BGI (CG context) - Upstream | hyper - BGI (CHH context) - Upstream,Similar to Poly(A)-binding protein.,,,LOC_Os09g02700.1,LOC_Os09g02700,,,,
3245,Os09g0115466,2,hyper - BGI (CG context) - Upstream | hyper - BGI (CHH context) - Upstream,,,,,,,,,
3246,Os09g0115950,2,hypo - Azucena (CG context) - Upstream | hyper - BGI (CHH context) - Upstream,Non-protein coding transcript.,,,None,None,,,,
3247,Os09g0123100,2,hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream,Tetratricopeptide-like helical domain containing protein.,,,LOC_Os09g03600.1,LOC_Os09g03600,,,,
3248,Os09g0130300,2,hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - Upstream,Hypothetical protein.,,,LOC_Os09g04384.1,LOC_Os09g04384,,,,
3249,Os09g0131400,2,hyper - BGI (CHG context) - Upstream | hypo - BGI (CHH context) - Upstream,Hypothetical protein.,,,"LOC_Os09g04504.2,LOC_Os09g04508.1",LOC_Os09g04504,,,,
3250,Os09g0132200,2,hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes,"Esterase, SGNH hydrolase-type domain containing protein.",,,"LOC_Os09g04624.1,LOC_Os09g04624.2",LOC_Os09g04624,,triacylglycerol lipase,,
3251,Os09g0237600,2,hypo - Azucena (CHH context) - genes | hypo - Azucena (CHH context) - Upstream,Serine/threonine protein kinase-related domain containing protein.,,,LOC_Os09g06230.1,LOC_Os09g06230,,,,
3252,Os09g0240200,2,hypo - Azucena (CHH context) - genes | hypo - BGI (CHG context) - genes,"CONSTANS-like protein, Control of flowering time under SD conditions",,,LOC_Os09g06464.1,LOC_Os09g06464,CO-like,,,
3253,Os09g0240500,2,hypo - Azucena (CHG context) - genes | hypo - BGI (CHH context) - Upstream,"Similar to Sulfate transporter 4.1, chloroplast precursor (AST82).",,,"LOC_Os09g06499.1,LOC_Os09g06499.2",LOC_Os09g06499,,,,
3254,Os09g0242600,2,hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream,Regulation of rice grain shape,,,LOC_Os09g06719.1,LOC_Os09g06719,,,,
3255,Os09g0249900,2,hyper - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream,Similar to Ferredoxin-thioredoxin reductase catalytic chain.,,,"LOC_Os09g07570.1,LOC_Os09g07570.2",LOC_Os09g07570,,ferredoxin:thioredoxin reductase,,
3256,Os09g0261100,2,hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream,Cyclin-like F-box domain containing protein.,,,LOC_Os09g08620.1,LOC_Os09g08620,,,,
3257,Os09g0261300,2,hyper - Azucena (CHG context) - Upstream | hypo - Azucena (CHH context) - Upstream,Phosphoglycolate phosphatase 2,,,LOC_Os09g08660.1,LOC_Os09g08660,,phosphoglycolate phosphatase,,photorespiration III // photorespiration I
3258,Os09g0266300,2,hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream,Conserved hypothetical protein.,,,LOC_Os09g09350.1,LOC_Os09g09350,,,,
3259,Os09g0272200,2,hypo - Azucena (CHH context) - Upstream | hyper - Azucena (CHH context) - Upstream,Hypothetical protein.,,,LOC_Os09g09944.1,LOC_Os09g09944,,,,
3260,Os09g0272300,2,hypo - Azucena (CHG context) - Upstream | hypo - Azucena (CHH context) - Upstream,Similar to 3-glucanase.,,,LOC_Os09g09980.1,LOC_Os09g09980,,"glucan endo-1,3-&beta;-<small>D</small>-glucosidase",,
3261,Os09g0279400,2,AZU_Expressed_genes | BGI_Expressed_genes,Rhodanese-like domain containing protein.,,,LOC_Os09g10750.1,LOC_Os09g10750,,,,
3262,Os09g0284250,2,hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes,Hypothetical gene.,,,None,None,,,,
3263,Os09g0284300,2,hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream,Conserved hypothetical protein.,,,LOC_Os09g11240.1,LOC_Os09g11240,,,,
3264,Os09g0287300,2,hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream,Similar to predicted protein.,,,LOC_Os09g11510.1,LOC_Os09g11510,,,,
3265,Os09g0290900,2,hypo - Azucena (CG context) - Upstream | hypo - Azucena (CHG context) - Upstream,Similar to H1005F08.16 protein.,,,LOC_Os09g11890.1,LOC_Os09g11890,,,,
3266,Os09g0301800,2,hypo - Azucena (CHH context) - genes | hyper - BGI (CHG context) - Upstream,Hypothetical conserved gene.,,,LOC_Os09g13040.1,LOC_Os09g13040,,,,
3267,Os09g0309600,2,hypo - BGI (CHH context) - Upstream | AZU_Expressed_genes,Conserved hypothetical protein.,,,LOC_Os09g13930.1,LOC_Os09g13930,,,,
3268,Os09g0313500,2,hyper - Azucena (CG context) - genes | hypo - BGI (CHH context) - genes,Nucleotide-binding LRR receptor (NLR) family protein,,,LOC_Os09g14410.1,LOC_Os09g14410,,,,
3269,Os09g0314200,2,hypo - Azucena (CG context) - Upstream | hypo - Azucena (CHH context) - Upstream,Nucleotide-binding LRR receptor (NLR) family protein,,,LOC_Os09g14490.1,LOC_Os09g14490,,,,
3270,Os09g0333600,2,hyper - Azucena (CG context) - genes | hypo - Azucena (CHG context) - genes,Similar to PDR-like ABC transporter (PDR4 ABC transporter).,,,LOC_Os09g16458.1,LOC_Os09g16458,,,,
3271,Os09g0339000,2,hypo - Azucena (CHH context) - genes | hyper - BGI (CHH context) - genes,"Protein kinase, core domain containing protein.",,,LOC_Os09g16950.1,LOC_Os09g16950,,,,
3272,Os09g0339601,2,hypo - BGI (CG context) - genes | hypo - BGI (CHG context) - genes,Hypothetical gene.,,,LOC_Os09g16995.1,LOC_Os09g16995,,,,
3273,Os09g0356200,2,AZU_Expressed_genes | BGI_Expressed_genes,Malectin-like carbohydrate-binding domain domain containing protein.,,,LOC_Os09g19160.1,LOC_Os09g19160,,,,
3274,Os09g0356800,2,hyper - Azucena (CHG context) - genes | hyper - BGI (CHG context) - genes,LRR-receptor-like kinase (LRR-RLK) family protein,,,LOC_Os09g19229.1,LOC_Os09g19229,,,,
3275,Os09g0357400,2,hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes,Disease resistance protein domain containing protein.,,,"LOC_Os09g19280.1,LOC_Os09g19310.1",LOC_Os09g19280,,,,
3276,Os09g0358000,2,AZU_Expressed_genes | BGI_Expressed_genes,LRR-receptor-like kinase (LRR-RLK) family protein,,,"LOC_Os09g19350.1,LOC_Os09g19360.1",LOC_Os09g19350,,,,
3277,Os09g0358100,2,hypo - Azucena (CG context) - Upstream | AZU_Expressed_genes,,,,,,,,,
3278,Os09g0359500,2,hypo - Azucena (CHG context) - genes | hyper - BGI (CHG context) - Upstream,Similar to OsD305.,,,"LOC_Os09g19500.1,LOC_Os09g19510.1",LOC_Os09g19500,,,,
3279,Os09g0363200,2,hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes,Similar to mutator-like transposase [Oryza sativa (japonica cultivar-group)].,,,LOC_Os09g19870.1,LOC_Os09g19870,,,,
3280,Os09g0364000,2,hyper - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes,CCCH zinc finger protein 65,,,"LOC_Os09g19940.1,LOC_Os09g19940.2",LOC_Os09g19940,,,,
3281,Os09g0365300,2,hypo - Azucena (CG context) - Upstream | hypo - Azucena (CHH context) - Upstream,Nucleotide-binding LRR receptor (NLR) family protein,,,LOC_Os09g20030.1,LOC_Os09g20030,,,,
3282,Os09g0367700,2,AZU_Expressed_genes | BGI_Expressed_genes,"Tau class glutathione S-transferase, Tolerance against sheath blight disease",,,LOC_Os09g20220.1,LOC_Os09g20220,,glutathione transferase,,
3283,Os09g0368200,2,hypo - BGI (CHH context) - genes | hyper - Azucena (CHH context) - Upstream,"Polyamine oxidase 6, Activation of herbivore-induced polyamine catabolism, Positive regulation of rice defense against BPH",,,LOC_Os09g20260.1,LOC_Os09g20260,,non-specific polyamine oxidase,,spermine and spermidine degradation III // spermine and spermidine degradation I
3284,Os09g0373000,2,hypo - Azucena (CHG context) - Upstream | hypo - Azucena (CHH context) - Upstream,Similar to Brain protein 44-like protein (PNAS-115).,,,"LOC_Os09g20660.1,LOC_Os09g20660.2,LOC_Os09g20660.3",LOC_Os09g20660,,,,
3285,Os09g0375700,2,hypo - Azucena (CHH context) - genes | hypo - Azucena (CHH context) - Upstream,Similar to H0616A11.2 protein.,,,None,None,,,,
3286,Os09g0378200,2,AZU_Expressed_genes | BGI_Expressed_genes,Conserved hypothetical protein.,,,None,None,,,,
3287,Os09g0381400,2,hyper - Azucena (CG context) - Upstream | AZU_Expressed_genes,Similar to Ervatamin C (EC 3.4.22.-) (ERV-C).,,,LOC_Os09g21370.1,LOC_Os09g21370,,,,
3288,Os09g0381600,2,hypo - Azucena (CHH context) - Upstream | hyper - BGI (CG context) - Upstream,Conserved hypothetical protein.,,,LOC_Os09g21380.1,LOC_Os09g21380,,,,
3289,Os09g0395400,2,hyper - Azucena (CHG context) - Upstream | hyper - Azucena (CHH context) - Upstream,Hypothetical protein.,,,None,None,,,,
3290,Os09g0396300,2,hyper - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream,"Peptidase C15, pyroglutamyl peptidase I family protein.",,,LOC_Os09g23280.1,LOC_Os09g23280,,,,
3291,Os09g0400400,2,hypo - BGI (CHH context) - Upstream | BGI_Expressed_genes,Cinnamyl alcohol dehydrogenase (EC 1.1.1.195).,,,LOC_Os09g23560.1,LOC_Os09g23560,,cinnamyl-alcohol dehydrogenase // cinnamyl-alcohol dehydrogenase,,monolignol biosynthesis
3292,Os09g0402300,2,hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream,Phosphatidylinositol-4-phosphate 5-kinase family protein.,,,LOC_Os09g23740.1,LOC_Os09g23740,,1-phosphatidylinositol-3-phosphate 5-kinase,,3-phosphoinositide biosynthesis
3293,Os09g0406900,2,hypo - BGI (CHH context) - genes | hypo - Azucena (CHG context) - Upstream,Hypothetical protein.,,,None,None,,,,
3294,Os09g0414900,2,AZU_Expressed_genes | BGI_Expressed_genes,Similar to GASA5-like protein (Fragment).,,,"LOC_Os09g24840.1,LOC_Os09g24840.2",LOC_Os09g24840,,,,
3295,Os09g0423700,2,hyper - Azucena (CHG context) - Upstream | hyper - Azucena (CHH context) - Upstream,"Heat shock protein DnaJ, cysteine-rich region domain containing protein.",,,LOC_Os09g25590.1,LOC_Os09g25590,,,,
3296,Os09g0429766,2,hyper - Azucena (CG context) - Upstream | hypo - BGI (CHH context) - Upstream,Hypothetical protein.,,,None,None,,,,
3297,Os09g0435700,2,AZU_Expressed_genes | BGI_Expressed_genes,Hypothetical conserved gene.,,,LOC_Os09g26500.1,LOC_Os09g26500,,carboxylesterase,,
3298,Os09g0436300,2,hypo - Azucena (CHH context) - Upstream | hyper - BGI (CG context) - Upstream,"Peptidase, trypsin-like serine and cysteine domain containing protein.",,,"LOC_Os09g26540.1,LOC_Os09g26540.2",LOC_Os09g26540,,,,
3299,Os09g0441600,2,AZU_Expressed_genes | BGI_Expressed_genes,"Cytochrome P450 family protein, Regulation of grain length",,,LOC_Os09g26970.1,LOC_Os09g26970,,trimethyltridecatetraene synthase,,"(<i>E,E</i>)-4,8,12-trimethyltrideca-1,3,7,11-tetraene biosynthesis"
3300,Os09g0449500,2,hypo - Azucena (CG context) - Upstream | hypo - BGI (CHH context) - Upstream,Similar to Clathrin assembly protein.,,,"LOC_Os09g27660.1,LOC_Os09g27660.10,LOC_Os09g27660.11,LOC_Os09g27660.2,LOC_Os09g27660.3,LOC_Os09g27660.4,LOC_Os09g27660.5,LOC_Os09g27660.6,LOC_Os09g27660.7,LOC_Os09g27660.8,LOC_Os09g27660.9",LOC_Os09g27660,,HECT-type E3 ubiquitin transferase // HECT-type E3 ubiquitin transferase,,
3301,Os09g0450200,2,hyper - Azucena (CHG context) - Upstream | hypo - Azucena (CHH context) - Upstream,Conserved hypothetical protein.,,,"LOC_Os09g27690.1,LOC_Os09g27690.2,LOC_Os09g27690.3,LOC_Os09g27690.4,LOC_Os09g27690.5,LOC_Os09g27690.6",LOC_Os09g27690,,,,
3302,Os09g0451500,2,hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream,Similar to protein disulfide isomerase.,,,"LOC_Os09g27830.1,LOC_Os09g27830.2,LOC_Os09g27830.3",LOC_Os09g27830,,,,
3303,Os09g0456800,2,hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes,B-type heat shock transcription factor,,,LOC_Os09g28354.1,LOC_Os09g28354,HSF,,,
3304,Os09g0456850,2,hypo - Azucena (CHH context) - genes | hypo - BGI (CHH context) - genes,,,,,,,,,
3305,Os09g0457900,2,AZU_Expressed_genes | BGI_Expressed_genes,"AP2/ERF transcription factor, Regulation of the internode elongation",,,LOC_Os09g28440.1,LOC_Os09g28440,ERF,,,
3306,Os09g0458100,2,hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream,Xyloglucan fucosyltransferase family protein.,,,LOC_Os09g28460.1,LOC_Os09g28460,,"type 1 galactoside &alpha;-(1,2)-fucosyltransferase // type 2 galactoside &alpha;-(1,2)-fucosyltransferase",,
3307,Os09g0467100,2,hypo - BGI (CHG context) - Upstream | hypo - BGI (CHH context) - Upstream,"ATP-grasp fold, subdomain 2 domain containing protein.",,,"LOC_Os09g29190.1,LOC_Os09g29190.2",LOC_Os09g29190,,phosphoribosylaminoimidazolesuccinocarboxamide synthase,,superpathway of purine nucleotides <i>de novo</i> biosynthesis I // inosine-5'-phosphate biosynthesis II
3308,Os09g0471550,2,hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream,EGF-like calcium-binding domain containing protein.,,,LOC_Os09g29560.1,LOC_Os09g29560,,,,
3309,Os09g0472200,2,hyper - Azucena (CG context) - Upstream | hypo - BGI (CHG context) - Upstream,Similar to white-brown-complex ABC transporter family.,,,LOC_Os09g29670.1,LOC_Os09g29670,,,,
3310,Os09g0472301,2,hypo - Azucena (CHH context) - genes | hypo - BGI (CG context) - genes,Non-protein coding transcript.,,,None,None,,,,
3311,Os09g0480900,2,hypo - Azucena (CHG context) - Upstream | hypo - BGI (CHG context) - Upstream,Similar to Anther-specific protein.,,,LOC_Os09g30320.1,LOC_Os09g30320,,,,
3312,Os09g0481000,2,hypo - Azucena (CHG context) - Upstream | hypo - BGI (CHG context) - Upstream,,,,,,,,,
3313,Os09g0483400,2,hypo - BGI (CHH context) - Upstream | BGI_Expressed_genes,Similar to Ubiquitin/ribosomal fusion protein (Fragment).,,,"LOC_Os09g31031.1,LOC_Os09g31031.2,LOC_Os09g31031.3",LOC_Os09g31031,,,,
3314,Os09g0497000,2,hyper - BGI (CG context) - genes | hypo - Azucena (CHH context) - Upstream,Adenine nucleotide translocator 1 domain containing protein.,,,LOC_Os09g32200.1,LOC_Os09g32200,,,,
3315,Os09g0498500,2,hypo - Azucena (CHH context) - genes | hypo - BGI (CG context) - genes,NAD-binding site containing protein.,,,"LOC_Os09g32290.1,LOC_Os09g32290.2",LOC_Os09g32290,,sarcosine oxidase (formaldehyde-forming),,
3316,Os09g0500300,2,hyper - BGI (CG context) - genes | hyper - BGI (CG context) - Upstream,"Similar to Type II inositol-1, 4,5-trisphosphate 5-phosphatase 12 (EC 3.1.3.36) (At5PTase12) (FRAGILE FIBER3 protein).",,,LOC_Os09g32440.1,LOC_Os09g32440,,inositol-polyphosphate 5-phosphatase // inositol-polyphosphate 5-phosphatase,,"D-<i>myo</i>-inositol (1,4,5)-trisphosphate degradation"
3317,Os09g0502100,2,hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream,"Von Willebrand factor type A (VWA) domain containing protein, RNA binding protein, Regulation of vegetative growth and development",,,LOC_Os09g32540.1,LOC_Os09g32540,,,,
3318,Os09g0505600,2,hypo - Azucena (CHG context) - Upstream | hyper - BGI (CHH context) - Upstream,Proteasome subunit beta type 1 (EC 3.4.25.1) (20S proteasome alpha subunit F) (20S proteasome subunit beta-6).,,,LOC_Os09g32800.1,LOC_Os09g32800,,,,
3319,Os09g0507400,2,hyper - BGI (CG context) - genes | hypo - BGI (CHH context) - Upstream,Conserved hypothetical protein.,,,"LOC_Os09g32960.1,LOC_Os09g32960.2,LOC_Os09g32960.3",LOC_Os09g32960,,,,
3320,Os09g0509700,2,hyper - BGI (CG context) - genes | hypo - BGI (CHH context) - Upstream,"Zinc finger, B-box domain containing protein.",,,LOC_Os09g33550.1,LOC_Os09g33550,CO-like,,,
3321,Os09g0518200,2,AZU_Expressed_genes | BGI_Expressed_genes,"UDP:glucose salicylic acid glucosyltransferase, Chemically-induced disease resistance",,,LOC_Os09g34250.1,LOC_Os09g34250,,2.4.1 -- Hexosyltransferases // N-methylanthranilate glucosyltransferase,,
3322,Os09g0520950,2,hypo - Azucena (CHH context) - genes | hypo - Azucena (CHH context) - Upstream,Hypothetical protein.,,,None,None,,,,
3323,Os09g0521700,2,hypo - Azucena (CHG context) - Upstream | hypo - BGI (CHH context) - Upstream,"Similar to cDNA clone:001-118-F04, full insert sequence.",,,"LOC_Os09g34980.1,LOC_Os09g34985.1",LOC_Os09g34980,,,,
3324,Os09g0521800,2,hypo - Azucena (CHG context) - Upstream | hypo - BGI (CHH context) - Upstream,Similar to SPX domain-containing membrane protein OsI_32082.,,,LOC_Os09g34990.1,LOC_Os09g34990,,,,
3325,Os09g0522000,2,AZU_Expressed_genes | BGI_Expressed_genes,"Transcription activator, ""Tolerance to drought, high-salt and cold stresses""",,,LOC_Os09g35010.1,LOC_Os09g35010,ERF,,,
3326,Os09g0522100,2,AZU_Expressed_genes | BGI_Expressed_genes,"ERF family protein, DREB1 (dehydration-responsive element binding protein) homolog",,,LOC_Os09g35020.1,LOC_Os09g35020,ERF,,,
3327,Os09g0523050,2,hypo - Azucena (CHH context) - Upstream | hypo - BGI (CHH context) - Upstream,,,,,,,,,
3328,Os09g0526200,2,hyper - BGI (CG context) - genes | hypo - BGI (CHH context) - Upstream,Similar to Homeobox-leucine zipper protein ROC6.,,,"LOC_Os09g35760.1,LOC_Os09g35760.2",LOC_Os09g35760,HD-ZIP,,,
